         *     0.000         *         *     0.678     0.322     1.000     2.250 10010101 176 391
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410304 155 348
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.737 11410305 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410306 155 348
     1.000     0.000     1.000     1.000     0.000     1.000     2.000     1.737 11410307 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410308 155 348
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.737 11410309 155 348
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.737 11410310 155 348
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.737 11410311 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410312 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410313 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410314 155 348
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.737 11410315 155 348
     1.000     0.000     0.000     1.000     0.027     0.973     2.000     1.737 11410316 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410317 155 348
     0.000         *     1.000     1.000     0.003     0.997     2.000     1.737 11410318 155 348
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.737 11410319 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410320 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410321 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410322 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420101 210 459
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.877 11420102 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420103 210 459
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.877 11420104 210 459
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.877 11420105 210 459
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.877 11420106 210 459
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.877 11420107 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420109 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420110 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420111 210 459
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.877 11420112 210 459
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.877 11420113 210 459
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.877 11420114 210 459
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.877 11420115 210 459
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     0.877 11420117 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420118 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420119 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420120 210 459
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.877 11420121 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420122 210 459
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.877 11420123 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420124 210 459
     1.000     0.000     0.000     1.000     0.027     0.973     2.000     0.877 11420125 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420126 210 459
     0.000     1.000     1.000     0.000     0.026     0.974     2.000     0.877 11420127 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.877 11420128 210 459
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.877 11420129 210 459
     0.000     1.000     1.000     0.000     0.026     0.974     2.000     0.877 11420131 210 459
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.877 11420132 210 459
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430101 169 376
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.649 11430102 169 376
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.649 11430103 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430104 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430105 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430106 169 376
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.649 11430107 169 376
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.649 11430108 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430109 169 376
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.649 11430110 169 376
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.649 11430111 169 376
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.649 11430112 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430113 169 376
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.649 11430114 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430115 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430116 169 376
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.649 11430117 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430118 169 376
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.649 11430119 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430120 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430121 169 376
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.649 11430122 169 376
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.649 11430123 169 376
     0.000     1.000     0.000     1.000     0.115     0.885     2.000     0.649 11430124 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430125 169 376
     0.000     1.000     0.000     1.000     0.115     0.885     2.000     0.649 11430126 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430127 169 376
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.649 11430128 169 376
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.649 11430129 169 376
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.649 11430130 169 376
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.649 11430131 169 376
     0.000     0.000         *     0.000     0.829     0.171     1.000     0.649 11430132 169 376
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440102 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440103 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440104 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440105 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440106 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440107 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440108 207 452
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.639 11440109 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440110 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440111 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440112 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440113 207 452
     1.000     1.000     1.000     1.000     0.000     1.000     2.000     0.639 11440114 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440116 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440117 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440118 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440119 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440120 207 452
     1.000     1.000     0.000     1.000     0.007     0.993     2.000     0.639 11440121 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440122 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440123 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440124 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440125 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440126 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440127 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440128 207 452
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.639 11440129 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440130 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440131 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440132 207 452
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.639 11440133 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.639 11440134 207 452
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.639 11440135 207 452
     0.000         *         *         *     0.671     0.329     1.000     0.639 11440136 207 452
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.639 11440137 207 452
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.620 11450201 189 417
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.620 11450202 189 417
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.620 11450203 189 417
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.620 11450204 189 417
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.620 11450205 189 417
